"","localid","sessionNums","queryType","questNum","pos","ttr","numTries","clipNum","clipName"
"730380","SSI_1106436522",9934,2,92,148,"4934",0,7444,"SAD_MD_practice"
"730384","SSI_1106436522",9934,2,1,152,"1752",0,5307,"1065_WSI_HAP_XX"
"730388","SSI_1106436522",9934,2,2,156,"3516",0,2070,"1026_TAI_FEA_XX"
"730392","SSI_1106436522",9934,2,3,160,"2384",0,1074,"1014_TIE_FEA_XX"
"730396","SSI_1106436522",9934,2,4,164,"2694",0,1572,"1020_IWW_FEA_XX"
"730400","SSI_1106436522",9934,2,5,168,"2180",0,4809,"1059_TSI_HAP_XX"
"730404","SSI_1106436522",9934,2,6,172,"2316",0,6801,"1084_IEO_DIS_MD"
"730408","SSI_1106436522",9934,2,7,176,"2573",0,4560,"1056_ITS_FEA_XX"
"730412","SSI_1106436522",9934,2,8,180,"2426",0,3813,"1047_DFA_HAP_XX"
"730416","SSI_1106436522",9934,2,9,184,"2400",0,1323,"1017_IOM_HAP_XX"
"730420","SSI_1106436522",9934,2,10,188,"3297",0,5556,"1068_WSI_FEA_XX"
"730424","SSI_1106436522",9934,2,11,192,"6840",0,3066,"1038_IWL_FEA_XX"
"730428","SSI_1106436522",9934,2,12,196,"1208",0,3315,"1041_ITH_HAP_XX"
"730432","SSI_1106436522",9934,2,13,200,"2063",0,6552,"1081_IEO_FEA_MD"
"730436","SSI_1106436522",9934,2,14,204,"1708",0,355,"1005_IOM_DIS_XX"
"730440","SSI_1106436522",9934,2,15,208,"2134",0,2319,"1029_MTI_HAP_XX"
"730444","SSI_1106436522",9934,2,16,212,"2888",0,825,"1011_TIE_HAP_XX"
"730448","SSI_1106436522",9934,2,17,216,"3047",0,2070,"1026_TAI_FEA_XX"
"730452","SSI_1106436522",9934,2,18,220,"1702",0,4311,"1053_ITS_HAP_XX"
"730456","SSI_1106436522",9934,2,19,224,"1494",0,3564,"1044_ITH_FEA_XX"
"730460","SSI_1106436522",9934,2,20,228,"2388",0,5556,"1068_WSI_FEA_XX"
"730464","SSI_1106436522",9934,2,21,232,"4752",0,7299,"1090_TIE_FEA_XX"
"730468","SSI_1106436522",9934,2,22,236,"4802",0,6054,"1075_IEO_SAD_LO"
"730472","SSI_1106436522",9934,2,23,240,"7288",0,2817,"1035_IWL_HAP_XX"
"730476","SSI_1106436522",9934,2,24,244,"14175",0,4062,"1050_DFA_FEA_XX"
"730480","SSI_1106436522",9934,2,25,248,"1814",0,576,"1008_IEO_HAP_MD"
"730484","SSI_1106436522",9934,2,26,252,"1205",0,6801,"1084_IEO_DIS_MD"
"730488","SSI_1106436522",9934,2,27,256,"4716",0,2568,"1032_MTI_FEA_XX"
"730492","SSI_1106436522",9934,2,28,260,"4449",0,5058,"1062_TSI_FEA_XX"
"730496","SSI_1106436522",9934,2,29,264,"1241",0,7050,"1087_TIE_HAP_XX"
"730500","SSI_1106436522",9934,2,30,268,"1800",0,1821,"1023_TAI_HAP_XX"
"730504","SSI_1106436522",9934,2,31,272,"1889",0,106,"1002_IOM_SAD_XX"
"730508","SSI_1106436522",9934,2,32,276,"3365",0,6303,"1078_IEO_ANG_MD"
"730512","SSI_1106436522",9934,2,33,280,"1265",0,5805,"1072_IEO_HAP_LO"
"730516","SSI_1106436522",9934,3,91,284,"2520",0,7443,"ANG_HI_practice"
"730520","SSI_1106436522",9934,3,92,288,"5371",0,7444,"SAD_MD_practice"
"730524","SSI_1106436522",9934,3,1,292,"3593",0,2347,"1029_ITS_DIS_XX"
"730528","SSI_1106436522",9934,3,2,296,"1611",0,4339,"1054_IEO_FEA_MD"
"730532","SSI_1106436522",9934,3,3,300,"2895",0,3094,"1038_WSI_SAD_XX"
"730536","SSI_1106436522",9934,3,4,304,"7549",0,3592,"1045_IEO_HAP_MD"
"730540","SSI_1106436522",9934,3,5,308,"1052",0,2596,"1032_TSI_SAD_XX"
"730544","SSI_1106436522",9934,3,6,312,"11450",0,1102,"1014_IWL_SAD_XX"
"730548","SSI_1106436522",9934,3,7,316,"12374",0,1600,"1020_DFA_SAD_XX"
"730552","SSI_1106436522",9934,3,8,320,"2820",0,6331,"1078_TAI_SAD_XX"
"730556","SSI_1106436522",9934,3,9,324,"1373",0,4090,"1051_IEO_ANG_MD"
"730560","SSI_1106436522",9934,3,10,328,"1447",0,2098,"1026_ITS_SAD_XX"
"730564","SSI_1106436522",9934,3,11,332,"1247",0,5833,"1072_IWW_HAP_XX"
"730568","SSI_1106436522",9934,3,12,336,"3188",0,4339,"1054_IEO_FEA_MD"
"730572","SSI_1106436522",9934,3,13,340,"1151",0,4837,"1060_TIE_HAP_XX"
"730576","SSI_1106436522",9934,3,14,344,"7728",0,5086,"1063_TIE_FEA_XX"
"730580","SSI_1106436522",9934,3,15,348,"4912",0,7327,"1090_IWL_SAD_XX"
"730584","SSI_1106436522",9934,3,16,352,"12816",0,7078,"1087_MTI_DIS_XX"
"730588","SSI_1106436522",9934,3,17,356,"1339",0,604,"1008_IWW_SAD_XX"
"730592","SSI_1106436522",9934,3,18,360,"2115",0,383,"1005_ITH_ANG_XX"
"730596","SSI_1106436522",9934,3,19,364,"2072",0,3592,"1045_IEO_HAP_MD"
"730600","SSI_1106436522",9934,3,20,368,"2806",0,5335,"1066_IOM_HAP_XX"
"730604","SSI_1106436522",9934,3,21,372,"6136",0,1351,"1017_IWL_DIS_XX"
"730608","SSI_1106436522",9934,3,22,376,"8426",0,5584,"1069_IOM_FEA_XX"
"730612","SSI_1106436522",9934,3,23,380,"6677",0,4588,"1057_IEO_DIS_MD"
"730616","SSI_1106436522",9934,3,24,384,"1381",0,853,"1011_MTI_DIS_XX"
"730620","SSI_1106436522",9934,3,25,388,"1304",0,3841,"1048_IEO_SAD_MD"
"730624","SSI_1106436522",9934,3,26,392,"8294",0,1849,"1023_DFA_DIS_XX"
"730628","SSI_1106436522",9934,3,27,396,"2340",0,6829,"1084_MTI_SAD_XX"
"730632","SSI_1106436522",9934,3,28,400,"3574",0,6331,"1078_TAI_SAD_XX"
"730636","SSI_1106436522",9934,3,29,404,"1258",0,6082,"1075_IWW_FEA_XX"
"730640","SSI_1106436522",9934,3,30,408,"4353",0,3343,"1041_WSI_DIS_XX"
"730644","SSI_1106436522",9934,3,31,412,"1743",0,134,"1002_ITH_NEU_XX"
"730648","SSI_1106436522",9934,3,32,416,"6230",0,6580,"1081_TAI_DIS_XX"
"730652","SSI_1106436522",9934,3,33,420,"2659",0,2845,"1035_TSI_DIS_XX"
"730661","SSI_1106439203",9939,1,91,4,"4804",0,7443,"ANG_HI_practice"
"730665","SSI_1106439203",9939,1,92,8,"3278",0,7444,"SAD_MD_practice"
"730669","SSI_1106439203",9939,1,1,12,"6684",0,3005,"1037_TSI_HAP_XX"
"730673","SSI_1106439203",9939,1,2,16,"2851",0,7238,"1089_MTI_HAP_XX"
"730677","SSI_1106439203",9939,1,3,20,"4750",0,6491,"1080_IWW_FEA_XX"
"730681","SSI_1106439203",9939,1,4,24,"6764",0,4250,"1053_IEO_SAD_LO"
"730685","SSI_1106439203",9939,1,5,28,"3430",0,1013,"1013_MTI_HAP_XX"
"730689","SSI_1106439203",9939,1,6,32,"1270",0,4997,"1062_IEO_DIS_LO"
"730693","SSI_1106439203",9939,1,7,36,"2817",0,266,"1004_TIE_FEA_XX"
"730697","SSI_1106439203",9939,1,8,40,"1436",0,6740,"1083_TAI_HAP_XX"
"730701","SSI_1106439203",9939,1,9,44,"605",0,2756,"1034_ITS_FEA_XX"
"730705","SSI_1106439203",9939,1,10,48,"1242",0,6989,"1086_TAI_FEA_XX"
"730709","SSI_1106439203",9939,1,11,52,"3504",0,5495,"1068_TIE_ANG_XX"
"730713","SSI_1106439203",9939,1,12,56,"1870",0,45,"1001_MTI_FEA_XX"
"730717","SSI_1106439203",9939,1,13,60,"2080",0,2009,"1025_DFA_HAP_XX"
"730721","SSI_1106439203",9939,1,14,64,"2912",0,764,"1010_TAI_FEA_XX"
"730725","SSI_1106439203",9939,1,15,68,"2913",0,4001,"1050_IEO_HAP_LO"
"730729","SSI_1106439203",9939,1,16,72,"2183",0,5993,"1074_IOM_ANG_XX"
"730733","SSI_1106439203",9939,1,17,76,"3652",0,266,"1004_TIE_FEA_XX"
"730737","SSI_1106439203",9939,1,18,80,"845",0,515,"1007_IOM_HAP_XX"
"730741","SSI_1106439203",9939,1,19,84,"2841",0,1511,"1019_IWL_HAP_XX"
"730745","SSI_1106439203",9939,1,20,88,"1434",0,2258,"1028_DFA_FEA_XX"
"730749","SSI_1106439203",9939,1,21,92,"2137",0,5744,"1071_IOM_NEU_XX"
"730753","SSI_1106439203",9939,1,22,96,"493",0,5246,"1065_TIE_NEU_XX"
"730757","SSI_1106439203",9939,1,23,100,"2873",0,6491,"1080_IWW_FEA_XX"
"730761","SSI_1106439203",9939,1,24,104,"1418",0,4748,"1059_IEO_FEA_LO"
"730765","SSI_1106439203",9939,1,25,108,"1108",0,6989,"1086_TAI_FEA_XX"
"730769","SSI_1106439203",9939,1,26,112,"7791",0,1262,"1016_MTI_FEA_XX"
"730773","SSI_1106439203",9939,1,27,116,"1236",0,1760,"1022_ITH_FEA_XX"
"730777","SSI_1106439203",9939,1,28,120,"1302",0,3254,"1040_TSI_FEA_XX"
"730781","SSI_1106439203",9939,1,29,124,"1010",0,6242,"1077_IWW_HAP_XX"
"730785","SSI_1106439203",9939,1,30,128,"1973",0,2507,"1031_ITS_HAP_XX"
"730789","SSI_1106439203",9939,1,31,132,"1312",0,4499,"1056_IEO_ANG_LO"
"730793","SSI_1106439203",9939,1,32,136,"3817",0,3503,"1043_WSI_HAP_XX"
"730797","SSI_1106439203",9939,1,33,140,"3123",0,3752,"1046_WSI_FEA_XX"
"730801","SSI_1106439203",9939,2,91,144,"2525",0,7443,"ANG_HI_practice"
"730805","SSI_1106439203",9939,2,92,148,"2343",0,7444,"SAD_MD_practice"
"730809","SSI_1106439203",9939,2,1,152,"1742",0,3282,"1041_TIE_FEA_XX"
"730813","SSI_1106439203",9939,2,2,156,"1411",0,6768,"1083_DFA_DIS_XX"
"730817","SSI_1106439203",9939,2,3,160,"2389",0,3780,"1047_IOM_FEA_XX"
"730821","SSI_1106439203",9939,2,4,164,"2499",0,5772,"1071_IWL_FEA_XX"
"730825","SSI_1106439203",9939,2,5,168,"2475",0,2286,"1029_IEO_ANG_MD"
"730829","SSI_1106439203",9939,2,6,172,"1249",0,294,"1004_IWL_SAD_XX"
"730833","SSI_1106439203",9939,2,7,176,"6097",0,1539,"1019_WSI_DIS_XX"
"730837","SSI_1106439203",9939,2,8,180,"1195",0,6021,"1074_ITH_HAP_XX"
"730841","SSI_1106439203",9939,2,9,184,"801",0,3033,"1038_TIE_HAP_XX"
"730845","SSI_1106439203",9939,2,10,188,"1241",0,3531,"1044_IOM_HAP_XX"
"730849","SSI_1106439203",9939,2,11,192,"3850",0,1290,"1016_TSI_SAD_XX"
"730853","SSI_1106439203",9939,2,12,196,"1999",0,6270,"1077_ITH_DIS_XX"
"730857","SSI_1106439203",9939,2,13,200,"964",0,792,"1010_ITS_SAD_XX"
"730861","SSI_1106439203",9939,2,14,204,"1262",0,5274,"1065_MTI_FEA_XX"
"730865","SSI_1106439203",9939,2,15,208,"843",0,5523,"1068_IWL_HAP_XX"
"730869","SSI_1106439203",9939,2,16,212,"964",0,7266,"1089_ITS_DIS_XX"
"730873","SSI_1106439203",9939,2,17,216,"1658",0,6768,"1083_DFA_DIS_XX"
"730877","SSI_1106439203",9939,2,18,220,"6533",0,4527,"1056_TAI_HAP_XX"
"730881","SSI_1106439203",9939,2,19,224,"3655",0,2037,"1026_IEO_SAD_MD"
"730885","SSI_1106439203",9939,2,20,228,"1634",0,3531,"1044_IOM_HAP_XX"
"730889","SSI_1106439203",9939,2,21,232,"2561",0,6519,"1080_DFA_SAD_XX"
"730893","SSI_1106439203",9939,2,22,236,"1218",0,73,"1001_TSI_SAD_XX"
"730897","SSI_1106439203",9939,2,23,240,"1165",0,4278,"1053_IWW_FEA_XX"
"730901","SSI_1106439203",9939,2,24,244,"1288",0,1041,"1013_ITS_DIS_XX"
"730905","SSI_1106439203",9939,2,25,248,"654",0,1788,"1023_IEO_HAP_MD"
"730909","SSI_1106439203",9939,2,26,252,"1090",0,294,"1004_IWL_SAD_XX"
"730913","SSI_1106439203",9939,2,27,256,"2010",0,2535,"1032_IEO_FEA_MD"
"730917","SSI_1106439203",9939,2,28,260,"5069",0,4776,"1059_TAI_FEA_XX"
"730921","SSI_1106439203",9939,2,29,264,"825",0,2784,"1035_IEO_DIS_MD"
"730925","SSI_1106439203",9939,2,30,268,"1531",0,5025,"1062_MTI_HAP_XX"
"730929","SSI_1106439203",9939,2,31,272,"882",0,543,"1007_IWL_DIS_XX"
"730933","SSI_1106439203",9939,2,32,276,"1171",0,7017,"1086_ITS_SAD_XX"
"730937","SSI_1106439203",9939,2,33,280,"871",0,4029,"1050_IWW_HAP_XX"
"730941","SSI_1106439203",9939,3,91,284,"5976",0,7443,"ANG_HI_practice"
"730945","SSI_1106439203",9939,3,92,288,"8298",0,7444,"SAD_MD_practice"
"730949","SSI_1106439203",9939,3,1,292,"2843",0,4306,"1053_DFA_SAD_XX"
"730953","SSI_1106439203",9939,3,2,296,"1695",0,322,"1004_WSI_NEU_XX"
"730957","SSI_1106439203",9939,3,3,300,"1387",0,6547,"1081_IEO_SAD_HI"
"730961","SSI_1106439203",9939,3,4,304,"2621",0,2563,"1032_TAI_DIS_XX"
"730965","SSI_1106439203",9939,3,5,308,"1215",0,6796,"1084_IEO_ANG_HI"
"730969","SSI_1106439203",9939,3,6,312,"1819",0,7045,"1087_IEO_FEA_HI"
"730973","SSI_1106439203",9939,3,7,316,"1497",0,2812,"1035_MTI_SAD_XX"
"730977","SSI_1106439203",9939,3,8,320,"2558",0,820,"1011_IEO_FEA_HI"
"730981","SSI_1106439203",9939,3,9,324,"1027",0,101,"1002_TIE_ANG_XX"
"730985","SSI_1106439203",9939,3,10,328,"2194",0,1069,"1014_IEO_DIS_HI"
"730989","SSI_1106439203",9939,3,11,332,"1181",0,7294,"1090_IEO_DIS_HI"
"730993","SSI_1106439203",9939,3,12,336,"4002",0,322,"1004_WSI_NEU_XX"
"730997","SSI_1106439203",9939,3,13,340,"5158",0,5551,"1068_TSI_DIS_XX"
"731001","SSI_1106439203",9939,3,14,344,"4468",0,3559,"1044_IWL_DIS_XX"
"731005","SSI_1106439203",9939,3,15,348,"1994",0,2065,"1026_IWW_DIS_XX"
"731009","SSI_1106439203",9939,3,16,352,"6908",0,4555,"1056_DFA_DIS_XX"
"731013","SSI_1106439203",9939,3,17,356,"2267",0,5302,"1065_TSI_SAD_XX"
"731017","SSI_1106439203",9939,3,18,360,"1150",0,1567,"1020_IOM_DIS_XX"
"731021","SSI_1106439203",9939,3,19,364,"593",0,2563,"1032_TAI_DIS_XX"
"731025","SSI_1106439203",9939,3,20,368,"2512",0,3061,"1038_MTI_DIS_XX"
"731029","SSI_1106439203",9939,3,21,372,"1510",0,2314,"1029_TAI_SAD_XX"
"731033","SSI_1106439203",9939,3,22,376,"613",0,1318,"1017_TIE_SAD_XX"
"731037","SSI_1106439203",9939,3,23,380,"3675",0,4057,"1050_ITH_DIS_XX"
"731041","SSI_1106439203",9939,3,24,384,"825",0,571,"1007_WSI_ANG_XX"
"731045","SSI_1106439203",9939,3,25,388,"3088",0,1816,"1023_IWW_SAD_XX"
"731049","SSI_1106439203",9939,3,26,392,"1508",0,4804,"1059_ITS_SAD_XX"
"731053","SSI_1106439203",9939,3,27,396,"2379",0,6298,"1078_IEO_HAP_HI"
"731057","SSI_1106439203",9939,3,28,400,"6267",0,820,"1011_IEO_FEA_HI"
"731061","SSI_1106439203",9939,3,29,404,"1343",0,3808,"1047_ITH_SAD_XX"
"731065","SSI_1106439203",9939,3,30,408,"2238",0,5800,"1071_WSI_SAD_XX"
"731069","SSI_1106439203",9939,3,31,412,"5505",0,6049,"1074_WSI_DIS_XX"
"731073","SSI_1106439203",9939,3,32,416,"1606",0,5053,"1062_ITS_DIS_XX"
"731077","SSI_1106439203",9939,3,33,420,"1639",0,3310,"1041_IWL_SAD_XX"
"731090","SSI_1106444241",9948,1,91,4,"5906",0,7443,"ANG_HI_practice"
"731094","SSI_1106444241",9948,1,92,8,"4297",0,7444,"SAD_MD_practice"
"731098","SSI_1106444241",9948,1,1,12,"1719",0,6944,"1085_TSI_DIS_XX"
"731102","SSI_1106444241",9948,1,2,16,"3391",0,4703,"1058_IWL_HAP_XX"
"731106","SSI_1106444241",9948,1,3,20,"3531",0,3956,"1049_TAI_FEA_XX"
"731110","SSI_1106444241",9948,1,4,24,"3532",0,6695,"1082_TSI_SAD_XX"
"731114","SSI_1106444241",9948,1,5,28,"2781",0,3458,"1043_IWW_FEA_XX"
"731118","SSI_1106444241",9948,1,6,32,"6985",0,2711,"1034_IOM_HAP_XX"
"731122","SSI_1106444241",9948,1,7,36,"1125",0,2462,"1031_TIE_FEA_XX"
"731126","SSI_1106444241",9948,1,8,40,"4516",0,3707,"1046_TAI_HAP_XX"
"731130","SSI_1106444241",9948,1,9,44,"5265",0,1964,"1025_IEO_DIS_MD"
"731134","SSI_1106444241",9948,1,10,48,"2250",0,7442,"1091_WSI_DIS_XX"
"731138","SSI_1106444241",9948,1,11,52,"2484",0,2960,"1037_IOM_FEA_XX"
"731142","SSI_1106444241",9948,1,12,56,"1219",0,249,"1004_IEO_HAP_HI"
"731146","SSI_1106444241",9948,1,13,60,"1781",0,7193,"1088_WSI_SAD_XX"
"731150","SSI_1106444241",9948,1,14,64,"1703",0,4454,"1055_MTI_FEA_XX"
"731154","SSI_1106444241",9948,1,15,68,"859",0,4952,"1061_IWL_FEA_XX"
"731158","SSI_1106444241",9948,1,16,72,"1672",0,2213,"1028_TIE_HAP_XX"
"731162","SSI_1106444241",9948,1,17,76,"2031",0,2462,"1031_TIE_FEA_XX"
"731166","SSI_1106444241",9948,1,18,80,"1390",0,968,"1012_WSI_SAD_XX"
"731170","SSI_1106444241",9948,1,19,84,"968",0,5450,"1067_ITH_FEA_XX"
"731174","SSI_1106444241",9948,1,20,88,"2093",0,1715,"1022_IEO_FEA_MD"
"731178","SSI_1106444241",9948,1,21,92,"1656",0,1217,"1015_WSI_DIS_XX"
"731182","SSI_1106444241",9948,1,22,96,"625",0,1466,"1019_IEO_HAP_MD"
"731186","SSI_1106444241",9948,1,23,100,"1016",0,3956,"1049_TAI_FEA_XX"
"731190","SSI_1106444241",9948,1,24,104,"875",0,6197,"1076_ITS_SAD_XX"
"731194","SSI_1106444241",9948,1,25,108,"797",0,7442,"1091_WSI_DIS_XX"
"731198","SSI_1106444241",9948,1,26,112,"2250",0,4205,"1052_MTI_HAP_XX"
"731202","SSI_1106444241",9948,1,27,116,"515",0,498,"1007_IEO_SAD_HI"
"731206","SSI_1106444241",9948,1,28,120,"547",0,747,"1010_TIE_DIS_XX"
"731210","SSI_1106444241",9948,1,29,124,"1734",0,5699,"1070_DFA_HAP_XX"
"731214","SSI_1106444241",9948,1,30,128,"1312",0,5948,"1073_DFA_FEA_XX"
"731218","SSI_1106444241",9948,1,31,132,"4125",0,6446,"1079_ITS_DIS_XX"
"731222","SSI_1106444241",9948,1,32,136,"2344",0,3209,"1040_IWW_HAP_XX"
"731226","SSI_1106444241",9948,1,33,140,"2531",0,5201,"1064_ITH_HAP_XX"
"731230","SSI_1106444241",9948,2,91,144,"625",0,7443,"ANG_HI_practice"
"731234","SSI_1106444241",9948,2,92,148,"1328",0,7444,"SAD_MD_practice"
"731238","SSI_1106444241",9948,2,1,152,"1344",0,6474,"1080_IEO_DIS_HI"
"731242","SSI_1106444241",9948,2,2,156,"1094",0,4731,"1058_TSI_DIS_XX"
"731246","SSI_1106444241",9948,2,3,160,"2422",0,5478,"1068_IEO_HAP_MD"
"731250","SSI_1106444241",9948,2,4,164,"1391",0,3984,"1049_ITS_SAD_XX"
"731254","SSI_1106444241",9948,2,5,168,"1360",0,1245,"1016_IOM_DIS_XX"
"731258","SSI_1106444241",9948,2,6,172,"1141",0,3486,"1043_DFA_SAD_XX"
"731262","SSI_1106444241",9948,2,7,176,"3156",0,28,"1001_IOM_DIS_XX"
"731266","SSI_1106444241",9948,2,8,180,"1031",0,6723,"1083_TIE_SAD_XX"
"731270","SSI_1106444241",9948,2,9,184,"1172",0,2241,"1028_MTI_DIS_XX"
"731274","SSI_1106444241",9948,2,10,188,"938",0,526,"1007_TAI_NEU_XX"
"731278","SSI_1106444241",9948,2,11,192,"828",0,1494,"1019_IWW_SAD_XX"
"731282","SSI_1106444241",9948,2,12,196,"1141",0,3735,"1046_DFA_DIS_XX"
"731286","SSI_1106444241",9948,2,13,200,"1922",0,4980,"1061_WSI_SAD_XX"
"731290","SSI_1106444241",9948,2,14,204,"1406",0,5976,"1074_IEO_ANG_MD"
"731294","SSI_1106444241",9948,2,15,208,"1297",0,6972,"1086_TIE_DIS_XX"
"731298","SSI_1106444241",9948,2,16,212,"437",0,5229,"1064_WSI_DIS_XX"
"731302","SSI_1106444241",9948,2,17,216,"1297",0,4731,"1058_TSI_DIS_XX"
"731306","SSI_1106444241",9948,2,18,220,"734",0,5727,"1071_IEO_SAD_MD"
"731310","SSI_1106444241",9948,2,19,224,"2875",0,6225,"1077_IEO_FEA_HI"
"731314","SSI_1106444241",9948,2,20,228,"453",0,526,"1007_TAI_NEU_XX"
"731318","SSI_1106444241",9948,2,21,232,"984",0,2739,"1034_IWL_DIS_XX"
"731322","SSI_1106444241",9948,2,22,236,"578",0,4233,"1052_ITS_DIS_XX"
"731326","SSI_1106444241",9948,2,23,240,"672",0,2988,"1037_ITH_SAD_XX"
"731330","SSI_1106444241",9948,2,24,244,"1454",0,1992,"1025_MTI_SAD_XX"
"731334","SSI_1106444241",9948,2,25,248,"3844",0,1743,"1022_TAI_DIS_XX"
"731338","SSI_1106444241",9948,2,26,252,"1282",0,3486,"1043_DFA_SAD_XX"
"731342","SSI_1106444241",9948,2,27,256,"1391",0,277,"1004_IWW_ANG_XX"
"731346","SSI_1106444241",9948,2,28,260,"1703",0,3237,"1040_ITH_DIS_XX"
"731350","SSI_1106444241",9948,2,29,264,"1578",0,4482,"1055_TSI_SAD_XX"
"731354","SSI_1106444241",9948,2,30,268,"1000",0,996,"1013_IOM_SAD_XX"
"731358","SSI_1106444241",9948,2,31,272,"1547",0,7221,"1089_IOM_SAD_XX"
"731362","SSI_1106444241",9948,2,32,276,"516",0,775,"1010_IWL_ANG_XX"
"731366","SSI_1106444241",9948,2,33,280,"922",0,2490,"1031_IWL_SAD_XX"
"731370","SSI_1106444241",9948,3,91,284,"1922",0,7443,"ANG_HI_practice"
"731374","SSI_1106444241",9948,3,92,288,"2047",0,7444,"SAD_MD_practice"
"731378","SSI_1106444241",9948,3,1,292,"1453",0,1273,"1016_ITH_ANG_XX"
"731382","SSI_1106444241",9948,3,2,296,"641",0,3016,"1038_IEO_NEU_XX"
"731386","SSI_1106444241",9948,3,3,300,"2062",0,2269,"1028_TSI_ANG_XX"
"731390","SSI_1106444241",9948,3,4,304,"1094",0,6751,"1083_IWL_NEU_XX"
"731394","SSI_1106444241",9948,3,5,308,"907",0,2767,"1034_WSI_ANG_XX"
"731398","SSI_1106444241",9948,3,6,312,"922",0,5755,"1071_IWW_DIS_XX"
"731402","SSI_1106444241",9948,3,7,316,"1859",0,305,"1004_DFA_HAP_XX"
"731406","SSI_1106444241",9948,3,8,320,"453",0,3265,"1041_IEO_HAP_HI"
"731410","SSI_1106444241",9948,3,9,324,"2125",0,803,"1010_WSI_HAP_XX"
"731414","SSI_1106444241",9948,3,10,328,"375",0,1024,"1013_ITH_NEU_XX"
"731418","SSI_1106444241",9948,3,11,332,"1578",0,5008,"1062_IOM_SAD_XX"
"731422","SSI_1106444241",9948,3,12,336,"765",0,3016,"1038_IEO_NEU_XX"
"731426","SSI_1106444241",9948,3,13,340,"578",0,2020,"1025_TSI_NEU_XX"
"731430","SSI_1106444241",9948,3,14,344,"1234",0,1771,"1022_ITS_ANG_XX"
"731434","SSI_1106444241",9948,3,15,348,"687",0,56,"1001_ITH_ANG_XX"
"731438","SSI_1106444241",9948,3,16,352,"938",0,554,"1007_DFA_FEA_XX"
"731442","SSI_1106444241",9948,3,17,356,"1219",0,7000,"1086_IWL_ANG_XX"
"731446","SSI_1106444241",9948,3,18,360,"891",0,4261,"1053_IEO_DIS_HI"
"731450","SSI_1106444241",9948,3,19,364,"516",0,6751,"1083_IWL_NEU_XX"
"731454","SSI_1106444241",9948,3,20,368,"515",0,3514,"1044_IEO_SAD_HI"
"731458","SSI_1106444241",9948,3,21,372,"1766",0,6004,"1074_TAI_SAD_XX"
"731462","SSI_1106444241",9948,3,22,376,"1140",0,2518,"1031_WSI_NEU_XX"
"731466","SSI_1106444241",9948,3,23,380,"1063",0,4012,"1050_IEO_FEA_HI"
"731470","SSI_1106444241",9948,3,24,384,"1296",0,7249,"1089_ITH_NEU_XX"
"731474","SSI_1106444241",9948,3,25,388,"750",0,4759,"1059_TIE_DIS_XX"
"731478","SSI_1106444241",9948,3,26,392,"1906",0,3763,"1047_IEO_ANG_HI"
"731482","SSI_1106444241",9948,3,27,396,"1110",0,5506,"1068_IWW_SAD_XX"
"731486","SSI_1106444241",9948,3,28,400,"1969",0,3265,"1041_IEO_HAP_HI"
"731490","SSI_1106444241",9948,3,29,404,"5296",0,6502,"1080_MTI_ANG_XX"
"731494","SSI_1106444241",9948,3,30,408,"797",0,1522,"1019_ITS_NEU_XX"
"731498","SSI_1106444241",9948,3,31,412,"204",0,4510,"1056_TIE_SAD_XX"
"731502","SSI_1106444241",9948,3,32,416,"1234",0,5257,"1065_IOM_DIS_XX"
"731506","SSI_1106444241",9948,3,33,420,"1187",0,6253,"1077_MTI_NEU_XX"
"731512","SSI_1106444571",9950,1,91,4,"7708",0,7443,"ANG_HI_practice"
"731516","SSI_1106444571",9950,1,92,8,"8714",0,7444,"SAD_MD_practice"
"731520","SSI_1106444571",9950,1,1,12,"4327",0,4103,"1051_TIE_DIS_XX"
"731524","SSI_1106444571",9950,1,2,16,"6335",0,894,"1012_IEO_SAD_LO"
"731528","SSI_1106444571",9950,1,3,20,"6628",0,3605,"1045_IEO_DIS_HI"
"731532","SSI_1106444571",9950,1,4,24,"6360",0,1641,"1021_TIE_ANG_XX"
"731536","SSI_1106444571",9950,1,5,28,"2086",0,2609,"1033_IEO_HAP_HI"
"731540","SSI_1106444571",9950,1,6,32,"1826",0,2360,"1030_IEO_NEU_XX"
"731544","SSI_1106444571",9950,1,7,36,"3264",0,5348,"1066_TAI_SAD_XX"
"731548","SSI_1106444571",9950,1,8,40,"1553",0,2111,"1026_WSI_ANG_XX"
"731552","SSI_1106444571",9950,1,9,44,"7734",0,5099,"1063_IWW_DIS_XX"
"731556","SSI_1106444571",9950,1,10,48,"15081",0,5597,"1069_TAI_DIS_XX"
"731560","SSI_1106444571",9950,1,11,52,"1535",0,4850,"1060_IWW_SAD_XX"
"731564","SSI_1106444571",9950,1,12,56,"2578",0,6842,"1084_ITH_ANG_XX"
"731568","SSI_1106444571",9950,1,13,60,"11833",0,7340,"1090_DFA_ANG_XX"
"731572","SSI_1106444571",9950,1,14,64,"3242",0,1890,"1024_IOM_NEU_XX"
"731576","SSI_1106444571",9950,1,15,68,"7209",0,6344,"1078_IWL_ANG_XX"
"731580","SSI_1106444571",9950,1,16,72,"2216",0,645,"1008_TSI_HAP_XX"
"731584","SSI_1106444571",9950,1,17,76,"1692",0,5348,"1066_TAI_SAD_XX"
"731588","SSI_1106444571",9950,1,18,80,"1547",0,1392,"1018_IEO_FEA_LO"
"731592","SSI_1106444571",9950,1,19,84,"6363",0,2858,"1036_IEO_SAD_HI"
